;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Informações do Empreendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento da Obra;;;;;;;;;;;;;Informações das Unidades;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento ao Comprador;;;;;
RGI;Código no Mapa;Empreendimento;Edifício;Zona de Valor;Endereço;Bairro;Distrito;Região;Cidade;UF;CEP;Zoneamento;Setor;Quadra;Data Lançamento;Data Entrega;Data Ocupação;Data Projeto Aprovado;Tipologia;Classificação do tipo;Padrão;Status;Área Terreno;Área Total Construída;Torres;Nº de Elevadores;Registro de Incorporação;Infraestrutura;Grupo Incorporador Apelido;Grupo Incorporador;Incorporadora 1;Incorporadora 2;Incorporadora 3;Incorporadora 4;Construtora 1;Construtora 2;Vendedora 1;Vendedora 2;Vendedora 3;Vendedora 4;Banco;Unidade;Dormitórios;Suítes;Banheiros;Nº Vagas;Área Privativa;Área Total;Nº Total de Unidades;Nº Unidades por Pavimento;Nº de Pavimentos;Valor do Dolar no lançamento;(VMU)Preço de venda da unidade no lançamento;(VUV)Preço m2 privativo no lançamento;(VMU)Preço de venda da unidade atualizado INCC;(VUV)Preço m2 privativo atualizado INCC;(VMU)Preço de venda da unidade atualizado IGPM;(VUV)Preço m2 privativo atualizado IGPM;(VMU)Preço de venda da unidade atualizado CUB;(VUV)Preço m2 privativo atualizado CUB;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;VGV;Modalidade;Banco;Condições de pagamento;Responsabilidade do Comprador;Data Pesquisa;Observações
313671117;125;PARQUE SERRA DO HORTO;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14, BL 15, BL 16, BL 17, BL 18, BL 19;SOROCABA - SP;AL DO HORTO, 454;CAGUASSU;SEM DISTRITO;;SOROCABA;SP;18072-851;ZR 3;0;0;ago/17;ago/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;16.022,02;;19;0;;Espaco Gourmet, Salao de Festas, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;;2 DORMS;2;0;1;1;43,20;64,80;247;4;4;3,15;148.238,00;3.431,44;153.561,92;3.554,68;160.296,34;3.710,57;153.006,10;3.541,81;141.362,00;3.272,27;71,66;28,34;177;70;36.614.786,00;Preço Fechado;;;;19/09/2018;
35109914;126;PARQUE SERRANO;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4, BLOCO 5, BLOCO 6, BLOCO 7, BLOCO 8, BLOCO 9, BLOCO 10, BLOCO 11, BLOCO 12;SOROCABA - SP;R REINO UNIDO, 370;JARDIM DO PACO;SEM DISTRITO;;SOROCABA;SP;18087-085;;0;0;nov/14;mar/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;11.320,00;;12;0;;Espaco Gourmet, Salao de Festas, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;BANCO DO BRASIL;2 DORMS;2;0;1;1;45,53;68,29;192;4;4;2,55;147.472,00;3.239,01;180.450,41;3.963,33;185.229,20;4.068,29;171.728,62;3.771,77;174.877,00;3.840,92;100,00;0,00;192;0;28.314.624,00;Preço Fechado;BANCO DO BRASIL;;;10/02/2017;
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;2 DORMS;2;0;1;1;53,48;66,00;52;6;13;3,51;190.300,00;3.558,34;218.681,07;4.089,03;225.495,87;4.216,45;211.896,46;3.962,16;197.600,00;3.694,84;100,00;0,00;52;0;9.895.600,00;Preço Fechado;CAIXA;;;01/03/2018;(15)9.9755-9817
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;3 DORMS;3;1;2;2;65,71;89,00;52;6;13;3,51;236.300,00;3.596,10;271.541,44;4.132,42;280.003,54;4.261,20;263.116,83;4.004,21;250.900,00;3.818,29;100,00;0,00;52;0;12.287.600,00;Preço Fechado;CAIXA;;;01/03/2018;
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;GARDEN;2;1;2;1;79,73;102,00;4;6;13;3,51;252.300,00;3.164,43;289.927,66;3.636,37;298.962,73;3.749,69;280.932,61;3.523,55;247.000,00;3.097,96;100,00;0,00;4;0;1.009.200,00;Preço Fechado;CAIXA;;;01/03/2018;
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;GARDEN;2;0;1;1;82,74;124,11;2;6;13;3,51;255.600,00;3.089,20;293.719,82;3.549,92;302.873,06;3.660,55;284.607,12;3.439,78;262.000,00;3.166,55;100,00;0,00;2;0;511.200,00;Preço Fechado;CAIXA;;;01/03/2018;
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;GARDEN;3;1;2;2;98,25;147,37;1;6;13;3,51;257.000,00;2.615,78;295.328,61;3.005,89;304.531,99;3.099,57;286.166,00;2.912,64;324.340,00;3.301,17;100,00;0,00;1;0;257.000,00;Preço Fechado;CAIXA;;;04/10/2017;
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;2 DORMS;2;0;1;1;48,73;68,00;52;6;13;3,51;177.600,00;3.644,57;204.087,01;4.188,12;210.447,01;4.318,63;197.755,18;4.058,18;188.300,00;3.864,15;100,00;0,00;52;0;9.235.200,00;Preço Fechado;CAIXA;;;04/10/2017;
81581158;127;PASSEO CONDOMINIO CLUB;MIRANTE, CENARIO;SOROCABA - SP;R MARCIO DOS SANTOS FLORES, 333;WANEL VILLE;SEM DISTRITO;;SOROCABA;SP;18055-029;;0;0;ago/15;dez/17;;06/08/2015;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.007,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Solarium, Playground, Brinquedoteca, Fitness,;SABIA;SABIA RESIDENCIAL LTDA;SABIA RESIDENCIAL LTDA;;;;SABIA RESIDENCIAL LTDA;;LIBORIO BRASIL BROKERS;JULIO CASAS IMOVEIS;;;CAIXA;GARDEN;3;1;2;2;106,44;151,00;3;6;13;3,51;278.400,00;2.615,56;319.920,17;3.005,64;329.889,91;3.099,31;309.994,61;2.912,39;287.000,00;2.696,35;100,00;0,00;3;0;835.200,00;Preço Fechado;CAIXA;;;04/10/2017;
39439417;128;PIAZZA DE ROMA;;SOROCABA - SP;R PABLO GOMES MATIELLI, 480;JARDIM PIAZZA DI ROMA;SEM DISTRITO;;SOROCABA;SP;18051-785;ZR 3;0;0;ago/16;ago/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;329,95;;1;0;;;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;ONIX IMOVEIS;;;;;1 DORM;1;0;1;1;40,00;60,00;8;4;2;3,21;118.800,00;2.970,00;128.685,71;3.217,14;126.265,39;3.156,63;125.169,92;3.129,25;135.000,00;3.375,00;100,00;0,00;8;0;950.400,00;Preço Fechado;;;;27/02/2018;
32276218;129;PIAZZA VENEZIA;;SOROCABA - SP;R TEREZA PALAGI LYRA, 26;JARDIM PIAZZA DI ROMA;SEM DISTRITO;;SOROCABA;SP;18051-765;ZR 3;0;0;mar/18;fev/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;400,00;;1;0;;Vigilancia Eletronica,;ES CONSTRUTORA;ES CONSTRUTORA;ES CONSTRUTORA;;;;ES CONSTRUTORA;;CASABRANCA MERCADO IMOBILIARIO;;;;;2 DORMS;2;0;1;1;52,47;78,70;16;4;3;3,28;165.000,00;3.144,65;168.496,39;3.211,29;172.236,50;3.282,57;167.907,89;3.200,07;169.000,00;3.220,89;75,00;25,00;12;4;2.640.000,00;Preço Fechado;;;;05/09/2018;LF: Breve lançado em Março conforme informações atualizadas. 10/05/2018.
39195713;130;PLATINUM SOROCABA;TORRES E, F  (1° FASE);SOROCABA - SP;R MINISTRO SALGADO FILHO, 808;VILA FIORI;SEM DISTRITO;INTERIOR;SOROCABA;SP;18075-605;;0;0;jul/13;jul/15;;;Res. Vertical;ECONOMICO;PADRAO SIMPLES-C/ELEVADOR;PRONTO;13.348,00;;2;1;;Quadra Poli-Esportiva, Piscina Adulta, Playground,;AG VELASCO;AG VELASCO EMPREENDIMENTOS;AG VELASCO EMPREENDIMENTOS;;;;AG VELASCO EMPREENDIMENTOS;;REIS IMOVEIS LTDA;;;;;2 DORMS;2;0;1;1;49,00;73,50;84;6;7;2,25;130.500,00;2.663,27;173.145,08;3.533,58;174.699,33;3.565,30;162.572,47;3.317,81;129.900,00;2.651,02;100,00;0,00;84;0;10.962.000,00;Preço Fechado;;;;13/02/2014;
69238137;130;PLATINUM SOROCABA;TORRES A, B, C, D  2° FASE;SOROCABA - SP;R MINISTRO SALGADO FILHO, 808;VILA FIORI;SEM DISTRITO;-;SOROCABA;SP;18075-605;;0;0;jul/13;jul/13;;23/07/2013;Res. Vertical;ECONOMICO;PADRAO SIMPLES-C/ELEVADOR;PRONTO;13.348,00;;4;1;;Quadra Poli-Esportiva, Piscina Adulta, Playground,;AG VELASCO;AG VELASCO EMPREENDIMENTOS;AG VELASCO EMPREENDIMENTOS;;;;AG VELASCO EMPREENDIMENTOS;;REIS IMOVEIS LTDA;;;;;2 DORMS;2;0;1;1;49,00;73,50;168;4;7;2,25;132.600,00;2.706,12;175.931,33;3.590,43;177.510,59;3.622,66;165.188,58;3.371,19;169.500,00;3.459,18;100,00;0,00;168;0;22.276.800,00;Preço Fechado;;;;06/03/2018;
38290215;131;PLAZA MAZON;;SOROCABA - SP;R PEDRO JOSE SENGER, 598;VILA HARO;SEM DISTRITO;;SOROCABA;SP;18015-000;;0;0;nov/13;dez/15;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;726,62;;1;2;;Salao de Festas,;AF;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;RIBERA NEGOCIOS IMOBILIARIOS LTDA;;;;;2 DORMS;2;1;2;2;78,00;117,00;32;4;8;2,29;184.872,00;2.370,15;241.980,37;3.102,31;240.707,24;3.085,99;229.051,92;2.936,56;240.000,00;3.076,92;100,00;0,00;32;0;5.915.904,00;Preço Fechado;;;;24/04/2017;2 vagas
3716515;132;PORTUGAL;;SOROCABA - SP;TV PORTUGAL, 245;JARDIM EUROPA;SEM DISTRITO;;SOROCABA;SP;18045-300;;0;0;mar/15;ago/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;806,91;;1;0;;;GUEB;GUEB EMPREENDIMENTOS IMOBILIARIOS;GUEB EMPREENDIMENTOS IMOBILIARIOS;;;;GUEB EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;2 DORMS;2;0;1;2;53,00;79,50;16;7;4;3,14;173.630,00;3.276,04;208.409,45;3.932,26;212.427,98;4.008,08;201.155,21;3.795,38;184.500,00;3.481,13;100,00;0,00;16;0;2.778.080,00;Preço Fechado;;;;07/01/2016;No térreo são 7 apartamentos.
3716515;132;PORTUGAL;;SOROCABA - SP;TV PORTUGAL, 245;JARDIM EUROPA;SEM DISTRITO;;SOROCABA;SP;18045-300;;0;0;mar/15;ago/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;806,91;;1;0;;;GUEB;GUEB EMPREENDIMENTOS IMOBILIARIOS;GUEB EMPREENDIMENTOS IMOBILIARIOS;;;;GUEB EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;1 DORM;1;0;1;1;35,00;52,50;15;7;4;3,14;127.070,00;3.630,57;152.523,12;4.357,80;155.464,05;4.441,83;147.214,15;4.206,12;133.000,00;3.800,00;100,00;0,00;15;0;1.906.050,00;Preço Fechado;;;;27/07/2015;
375101016;133;PRACA VERDE;;SOROCABA - SP;AL FRANCA, 226;VILA NOVA SOROCABA;SEM DISTRITO;;SOROCABA;SP;18070-680;ZR 2;0;0;nov/14;dez/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;800,00;;1;0;;;3R;3R INCORPORADORA;3R INCORPORADORA;;;;3R INCORPORADORA;;3R INCORPORADORA;;;;;2 DORMS;2;0;1;1;45,22;67,83;23;6;3;2,55;130.720,00;2.890,76;159.952,25;3.537,21;164.188,19;3.630,88;152.221,21;3.366,24;165.000,00;3.648,83;91,30;8,70;21;2;3.006.560,00;Preço Fechado;;;;06/09/2018;Valor Promocional. PSB: Ficha ok. 08.05
39407713;134;PREMIERE;;SOROCABA - SP;R JOSE RAYMUNDO DE ANDRADE, 452;EDEN;SEM DISTRITO;INTERIOR;SOROCABA;SP;18103-025;;0;0;mar/13;fev/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.990,00;;1;2;;Salao de Festas, Playground, Fitness,;J CARDOSO E TELO;CONSTRUTORA J CARDOSO E TELO LTDA;CONSTRUTORA J CARDOSO E TELO LTDA;;;;CONSTRUTORA J CARDOSO E TELO LTDA;;J CARDOSO IMOVEIS;;;;;2 DORMS;2;0;1;1;51,94;77,91;22;6;11;2,01;150.480,00;2.897,19;209.007,72;4.024,02;203.788,47;3.923,54;199.491,31;3.840,80;168.000,00;3.234,50;100,00;0,00;22;0;3.310.560,00;Preço Fechado;;;;04/01/2017;
39407713;134;PREMIERE;;SOROCABA - SP;R JOSE RAYMUNDO DE ANDRADE, 452;EDEN;SEM DISTRITO;INTERIOR;SOROCABA;SP;18103-025;;0;0;mar/13;fev/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.990,00;;1;2;;Salao de Festas, Playground, Fitness,;J CARDOSO E TELO;CONSTRUTORA J CARDOSO E TELO LTDA;CONSTRUTORA J CARDOSO E TELO LTDA;;;;CONSTRUTORA J CARDOSO E TELO LTDA;;J CARDOSO IMOVEIS;;;;;2 DORMS;2;1;2;1;53,43;80,14;22;6;11;2,01;157.776,00;2.952,95;219.141,43;4.101,47;213.669,12;3.999,05;209.163,61;3.914,73;190.000,00;3.556,05;100,00;0,00;22;0;3.471.072,00;Preço Fechado;;;;28/09/2016;
39407713;134;PREMIERE;;SOROCABA - SP;R JOSE RAYMUNDO DE ANDRADE, 452;EDEN;SEM DISTRITO;INTERIOR;SOROCABA;SP;18103-025;;0;0;mar/13;fev/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.990,00;;1;2;;Salao de Festas, Playground, Fitness,;J CARDOSO E TELO;CONSTRUTORA J CARDOSO E TELO LTDA;CONSTRUTORA J CARDOSO E TELO LTDA;;;;CONSTRUTORA J CARDOSO E TELO LTDA;;J CARDOSO IMOVEIS;;;;;2 DORMS;2;1;2;1;56,94;85,41;22;6;11;2,01;162.340,00;2.851,07;225.480,55;3.959,97;219.849,94;3.861,08;215.214,11;3.779,66;180.000,00;3.161,22;100,00;0,00;22;0;3.571.480,00;Preço Fechado;;;;22/10/2014;
39512417;135;PRIMAVERA;;SOROCABA - SP;R ADAO DE BRITO, 159;VILA LEOPOLDINA;SEM DISTRITO;;SOROCABA;SP;18070-290;ZR 2;0;0;mar/15;dez/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;300,00;;1;0;;;3R;3R INCORPORADORA;3R INCORPORADORA;;;;RDM CONSTRUTORA;;3R INCORPORADORA;;;;;1 DORM;1;0;1;1;30,00;45,00;10;5;1;3,14;89.250,00;2.975,00;107.127,48;3.570,92;109.193,10;3.639,77;103.398,62;3.446,62;119.000,00;3.966,67;100,00;0,00;10;0;892.500,00;Preço Fechado;;;;07/05/2018;
37328413;136;PRIVILEGE;;SOROCABA - SP;R JOSE MARIA HANNICKEL, 555;JARDIM PORTAL DA COLINA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18047-360;;0;0;mar/13;mai/16;;;Res. Vertical;MEDIO ALTO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;4.405,22;;1;2;;Bar, Quadra Poli-Esportiva, Piscina Adulta, Salao de Festas, Piscina Infantil, Solarium, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;3 DORMS;3;3;3;4;151,00;226,50;58;4;15;2,01;614.010,00;4.066,29;852.823,17;5.647,83;831.526,82;5.506,80;813.992,95;5.390,68;920.000,00;6.092,72;100,00;0,00;58;0;35.612.580,00;Preço Fechado;;;;22/02/2018;"Áreas comuns mobiliadas e equipadas;"
37328413;136;PRIVILEGE;;SOROCABA - SP;R JOSE MARIA HANNICKEL, 555;JARDIM PORTAL DA COLINA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18047-360;;0;0;mar/13;mai/16;;;Res. Vertical;MEDIO ALTO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;4.405,22;;1;2;;Bar, Quadra Poli-Esportiva, Piscina Adulta, Salao de Festas, Piscina Infantil, Solarium, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;3;3;3;3;167,00;250,50;2;4;15;2,01;635.350,00;3.804,49;882.463,15;5.284,21;860.426,65;5.152,25;842.283,38;5.043,61;655.000,00;3.922,16;100,00;0,00;2;0;1.270.700,00;Preço Fechado;;;;11/06/2013;
38449217;137;QUINTAS DONA LUZIA - VENDAS SUSPENSAS;VENDAS SUSPENSAS;SOROCABA - SP;R MANOEL BENEDITO CAMARGO, 0;JARDIM GUADALAJARA;SEM DISTRITO;-;SOROCABA;SP;18045-530;ZR 2;0;0;mar/17;mai/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;999,54;;1;2;;Churrasqueira, Piscina Adulta, Salao de Jogos, Playground, Salao de Festas Infantil, Fitness,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;;;;CAIXA;2 DORMS;2;0;1;1;53,00;79,50;52;4;13;3,13;179.000,00;3.377,36;189.542,98;3.576,28;187.222,70;3.532,51;187.888,25;3.545,06;179.000,00;3.377,36;42,31;57,69;22;30;9.308.000,00;Preço Fechado;CAIXA;;;20/12/2017;"Vendas Suspensas. NR 10.09.18: Sem previsão de voltar as vendas. Marcos (15) 98176-4237
WR: Sem previsão para voltar as vendas. 16/07
Lud: 09/05/2018 - Vendas suspensas, estão esperando liberar o Ri.  (15) 98176-4237 Marcos
WR: Empreendimento não teve boa aceitação, obras paradas. Ianca-R1"
38449217;137;QUINTAS DONA LUZIA - VENDAS SUSPENSAS;VENDAS SUSPENSAS;SOROCABA - SP;R MANOEL BENEDITO CAMARGO, 0;JARDIM GUADALAJARA;SEM DISTRITO;-;SOROCABA;SP;18045-530;ZR 2;0;0;mar/17;mai/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;999,54;;1;2;;Churrasqueira, Piscina Adulta, Salao de Jogos, Playground, Salao de Festas Infantil, Fitness,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;;;;CAIXA;GARDEN;2;0;1;1;58,00;87,00;4;4;13;3,13;184.000,00;3.172,41;194.837,48;3.359,26;192.452,38;3.318,14;193.136,52;3.329,94;184.000,00;3.172,41;25,00;75,00;1;3;736.000,00;Preço Fechado;CAIXA;;;20/12/2017;
39423417;138;RECANTO DOS AROMAS;;SOROCABA - SP;R JOAQUIM MACHADO, 920;APARECIDINHA;SEM DISTRITO;;SOROCABA;SP;18087-280;ZR 3;0;0;jun/15;nov/16;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;11.220,76;;0;0;;;BONELLI;BONELLI EMPREENDIMENTOS;BONELLI EMPREENDIMENTOS;;;;BONELLI EMPREENDIMENTOS;;HOUSE ME IMOBILIARIA;;;;;CASA;2;0;1;2;57,68;86,52;67;1;1;3,11;140.400,00;2.434,12;163.177,66;2.829,02;167.978,28;2.912,25;156.703,85;2.716,78;178.000,00;3.085,99;100,00;0,00;67;0;9.406.800,00;Preço Fechado;;;;06/03/2018;
311981113;139;RED SOROCABA;;SOROCABA - SP;ROD RAPOSO TAVARES, 0;PARQUE RESERVA FAZENDA IMPERIAL;SEM DISTRITO;;SOROCABA;SP;18052-775;;0;0;ago/13;nov/16;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;8.295,94;;1;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Fitness,;BRINK;BRINK INCORPORACOES E PARTICIPACOES;BRINK INCORPORACOES E PARTICIPACOES;;;;BRINK INCORPORACOES E PARTICIPACOES;;REIS IMOVEIS LTDA;;;;;1 DORM;1;1;1;1;40,00;60,00;112;8;12;2,34;193.278,00;4.831,95;255.638,66;6.390,97;258.361,52;6.459,04;240.392,06;6.009,80;219.181,00;5.479,53;100,00;0,00;112;0;21.647.136,00;Preço Fechado;;;;25/06/2014;
311981113;139;RED SOROCABA;;SOROCABA - SP;ROD RAPOSO TAVARES, 0;PARQUE RESERVA FAZENDA IMPERIAL;SEM DISTRITO;;SOROCABA;SP;18052-775;;0;0;ago/13;nov/16;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;8.295,94;;1;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Fitness,;BRINK;BRINK INCORPORACOES E PARTICIPACOES;BRINK INCORPORACOES E PARTICIPACOES;;;;BRINK INCORPORACOES E PARTICIPACOES;;REIS IMOVEIS LTDA;;;;;1 DORM;1;0;1;1;56,00;84,00;56;8;12;2,34;204.958,00;3.659,96;271.087,18;4.840,84;273.974,59;4.892,40;254.919,22;4.552,12;211.297,00;3.773,16;100,00;0,00;56;0;11.477.648,00;Preço Fechado;;;;08/11/2013;
39401713;140;RESERVA BALI;;SOROCABA - SP;R ELIAS RODRIGUES CLARO, 605;JARDIM SAO CARLOS;SEM DISTRITO;INTERIOR;SOROCABA;SP;18046-390;;0;0;mai/13;mai/13;;;Res. Horizontal;MEDIO BAIXO;PADRAO MEDIO-S/ELEVADOR;PRONTO;4.800,00;;0;0;;Churrasqueira, Piscina Adulta,;GRAM PRIME;GRAM PRIME;GRAM PRIME;;;;CONSTRULINE ENGENHARIA LTDA;DECASTRO INCORPORACAO;3D IMOVEIS LTDA;;;;;3 DORMS;3;1;2;2;88,00;107,00;28;0;2;2,03;349.650,00;3.973,30;471.482,27;5.357,76;472.804,42;5.372,78;443.049,01;5.034,65;383.000,00;4.352,27;100,00;0,00;28;0;9.790.200,00;Preço Fechado;;;;22/10/2015;
